date,hour,min_value,avg_value,max_value
2022-01-03,05:27:00,82,82.0,82
2022-01-03,15:21:00,81,81.0,81
2022-01-03,15:25:00,82,82.0,82
2022-01-03,17:12:00,105,105.0,105
2022-01-03,21:08:00,84,84.0,84
2022-01-03,03:23:00,63,63.0,63
2022-01-03,07:17:00,60,60.0,60
2022-01-03,08:01:00,53,53.0,53
2022-01-03,14:26:00,82,82.0,82
2022-01-03,15:39:00,71,71.0,71
2022-01-03,15:45:00,73,73.0,73
2022-01-03,18:34:00,81,81.0,81
2022-01-03,20:34:00,78,78.0,78
2022-01-03,01:40:00,76,76.0,76
2022-01-03,10:20:00,83,83.0,83
2022-01-03,11:07:00,77,77.0,77
2022-01-03,14:08:00,79,79.0,79
2022-01-03,16:58:00,77,77.0,77
2022-01-03,23:26:00,73,73.0,73
2022-01-03,01:20:00,82,82.0,82
2022-01-03,03:07:00,66,66.0,66
2022-01-03,08:33:00,94,94.0,94
2022-01-03,09:33:00,95,95.0,95
2022-01-03,10:16:00,72,72.0,72
2022-01-03,11:05:00,77,77.0,77
2022-01-03,13:19:00,78,78.0,78
2022-01-03,13:51:00,97,97.0,97
2022-01-03,14:55:00,82,82.0,82
2022-01-03,21:35:00,81,81.0,81
2022-01-03,22:35:00,88,88.0,88
2022-01-03,23:49:00,86,86.0,86
2022-01-03,00:36:00,79,79.0,79
2022-01-03,01:18:00,74,74.0,74
2022-01-03,02:49:00,69,69.0,69
2022-01-03,11:42:00,76,76.0,76
2022-01-03,12:04:00,81,81.0,81
2022-01-03,14:44:00,82,82.0,82
2022-01-03,20:46:00,84,84.0,84
2022-01-03,21:02:00,81,81.0,81
2022-01-03,22:27:00,84,84.0,84
2022-01-03,03:12:00,65,65.0,65
2022-01-03,04:04:00,62,62.0,62
2022-01-03,04:26:00,61,61.0,61
2022-01-03,06:39:00,59,59.0,59
2022-01-03,06:42:00,58,58.0,58
2022-01-03,09:30:00,100,100.0,100
2022-01-03,11:14:00,82,82.0,82
2022-01-03,12:13:00,80,80.0,80
2022-01-03,12:51:00,78,78.0,78
2022-01-03,12:56:00,80,80.0,80
2022-01-03,14:09:00,82,82.0,82
2022-01-03,16:40:00,73,73.0,73
2022-01-03,19:37:00,80,80.0,80
2022-01-03,19:47:00,77,77.0,77
2022-01-03,22:46:00,77,77.0,77
2022-01-03,05:20:00,57,57.0,57
2022-01-03,07:24:00,58,58.0,58
2022-01-03,10:13:00,72,72.0,72
2022-01-03,10:27:00,78,78.0,78
2022-01-03,13:22:00,82,82.0,82
2022-01-03,16:24:00,80,80.0,80
2022-01-03,17:11:00,101,101.0,101
2022-01-03,21:34:00,84,84.0,84
2022-01-03,21:41:00,82,82.0,82
2022-01-03,01:12:00,78,78.0,78
2022-01-03,06:22:00,58,58.0,58
2022-01-03,12:33:00,80,80.0,80
2022-01-03,19:26:00,78,78.0,78
2022-01-03,06:10:00,57,57.0,57
2022-01-03,06:28:00,60,60.0,60
2022-01-03,10:08:00,77,77.0,77
2022-01-03,11:23:00,80,80.0,80
2022-01-03,11:29:00,91,91.0,91
2022-01-03,21:15:00,79,79.0,79
2022-01-03,22:40:00,84,84.0,84
2022-01-03,09:16:00,78,78.0,78
2022-01-03,09:59:00,81,81.0,81
2022-01-03,12:14:00,79,79.0,79
2022-01-03,14:29:00,84,84.0,84
2022-01-03,01:02:00,76,76.0,76
2022-01-03,03:20:00,64,64.0,64
2022-01-03,04:54:00,61,61.0,61
2022-01-03,09:39:00,81,81.0,81
2022-01-03,13:54:00,92,92.0,92
2022-01-03,14:18:00,79,79.0,79
2022-01-03,15:56:00,75,75.0,75
2022-01-03,22:12:00,86,86.0,86
2022-01-03,22:32:00,90,90.0,90
2022-01-03,00:38:00,83,83.0,83
2022-01-03,09:10:00,76,76.0,76
2022-01-03,10:24:00,78,78.0,78
2022-01-03,11:13:00,80,80.0,80
2022-01-03,14:54:00,84,84.0,84
2022-01-03,16:50:00,82,82.0,82
2022-01-03,01:03:00,76,76.0,76
2022-01-03,04:16:00,62,62.0,62
2022-01-03,06:36:00,60,60.0,60
2022-01-03,08:25:00,60,60.0,60
2022-01-03,13:00:00,84,84.0,84
2022-01-03,13:02:00,97,97.0,97
2022-01-03,13:50:00,102,102.0,102
2022-01-03,18:07:00,76,76.0,76
2022-01-03,19:29:00,81,81.0,81
2022-01-03,20:56:00,86,86.0,86
2022-01-03,04:58:00,62,62.0,62
2022-01-03,09:00:00,79,79.0,79
2022-01-03,12:22:00,81,81.0,81
2022-01-03,13:59:00,80,80.0,80
2022-01-03,17:28:00,81,81.0,81
2022-01-03,22:44:00,82,82.0,82
2022-01-03,23:59:00,77,77.0,77
2022-01-03,01:06:00,76,76.0,76
2022-01-03,03:54:00,67,67.0,67
2022-01-03,07:12:00,54,54.0,54
2022-01-03,10:19:00,79,79.0,79
2022-01-03,14:30:00,85,85.0,85
2022-01-03,17:16:00,90,90.0,90
2022-01-03,20:43:00,109,109.0,109
2022-01-03,22:33:00,89,89.0,89
2022-01-03,00:34:00,83,83.0,83
2022-01-03,07:07:00,60,60.0,60
2022-01-03,10:11:00,83,83.0,83
2022-01-03,10:47:00,71,71.0,71
2022-01-03,11:34:00,77,77.0,77
2022-01-03,18:39:00,76,76.0,76
2022-01-03,21:22:00,81,81.0,81
2022-01-03,08:23:00,66,66.0,66
2022-01-03,12:42:00,81,81.0,81
2022-01-03,16:59:00,76,76.0,76
2022-01-03,18:36:00,82,82.0,82
2022-01-03,01:07:00,73,73.0,73
2022-01-03,01:34:00,88,88.0,88
2022-01-03,01:47:00,78,78.0,78
2022-01-03,04:28:00,62,62.0,62
2022-01-03,06:47:00,59,59.0,59
2022-01-03,09:44:00,79,79.0,79
2022-01-03,09:48:00,83,83.0,83
2022-01-03,19:39:00,78,78.0,78
2022-01-03,02:01:00,73,73.0,73
2022-01-03,04:29:00,62,62.0,62
2022-01-03,06:29:00,59,59.0,59
2022-01-03,09:02:00,72,72.0,72
2022-01-03,09:18:00,76,76.0,76
2022-01-03,10:48:00,78,78.0,78
2022-01-03,13:36:00,73,73.0,73
2022-01-03,15:23:00,83,83.0,83
2022-01-03,01:19:00,77,77.0,77
2022-01-03,05:47:00,55,55.0,55
2022-01-03,07:23:00,58,58.0,58
2022-01-03,12:25:00,76,76.0,76
2022-01-03,12:46:00,75,75.0,75
2022-01-03,13:06:00,96,96.0,96
2022-01-03,14:19:00,84,84.0,84
2022-01-03,14:49:00,80,80.0,80
2022-01-03,17:24:00,84,84.0,84
2022-01-03,19:16:00,75,75.0,75
2022-01-03,19:25:00,81,81.0,81
2022-01-03,22:47:00,80,80.0,80
2022-01-03,03:38:00,65,65.0,65
2022-01-03,08:30:00,71,71.0,71
2022-01-03,08:43:00,87,87.0,87
2022-01-03,10:26:00,74,74.0,74
2022-01-03,10:46:00,79,79.0,79
2022-01-03,11:16:00,80,80.0,80
2022-01-03,13:35:00,72,72.0,72
2022-01-03,14:16:00,79,79.0,79
2022-01-03,18:47:00,77,77.0,77
2022-01-03,01:26:00,84,84.0,84
2022-01-03,05:13:00,56,56.0,56
2022-01-03,12:07:00,85,85.0,85
2022-01-03,12:19:00,78,78.0,78
2022-01-03,01:29:00,82,82.0,82
2022-01-03,01:33:00,87,87.0,87
2022-01-03,01:43:00,88,88.0,88
2022-01-03,05:02:00,61,61.0,61
2022-01-03,06:17:00,57,57.0,57
2022-01-03,06:52:00,57,57.0,57
2022-01-03,13:53:00,93,93.0,93
2022-01-03,15:07:00,75,75.0,75
2022-01-03,17:08:00,92,92.0,92
2022-01-03,19:51:00,76,76.0,76
2022-01-03,02:10:00,79,79.0,79
2022-01-03,02:14:00,84,84.0,84
2022-01-03,04:31:00,63,63.0,63
2022-01-03,12:57:00,77,77.0,77
2022-01-03,14:37:00,86,86.0,86
2022-01-03,19:13:00,97,97.0,97
2022-01-03,21:42:00,84,84.0,84
2022-01-03,03:56:00,69,69.0,69
2022-01-03,05:15:00,57,57.0,57
2022-01-03,07:59:00,61,61.0,61
2022-01-03,08:52:00,77,77.0,77
2022-01-03,12:01:00,85,85.0,85
2022-01-03,14:58:00,82,82.0,82
2022-01-03,21:00:00,90,90.0,90
2022-01-03,22:20:00,80,80.0,80
2022-01-03,22:24:00,86,86.0,86
2022-01-03,22:42:00,85,85.0,85
2022-01-03,00:44:00,83,83.0,83
2022-01-03,03:26:00,65,65.0,65
2022-01-03,04:56:00,62,62.0,62
2022-01-03,05:36:00,64,64.0,64
2022-01-03,08:46:00,78,78.0,78
2022-01-03,14:14:00,81,81.0,81
2022-01-03,15:33:00,75,75.0,75
2022-01-03,15:37:00,76,76.0,76
2022-01-03,19:35:00,80,80.0,80
2022-01-03,21:51:00,91,91.0,91
2022-01-03,01:55:00,74,74.0,74
2022-01-03,03:44:00,62,62.0,62
2022-01-03,06:49:00,69,69.0,69
2022-01-03,14:15:00,79,79.0,79
2022-01-03,15:13:00,82,82.0,82
2022-01-03,16:13:00,70,70.0,70
2022-01-03,16:52:00,76,76.0,76
2022-01-03,20:14:00,76,76.0,76
2022-01-03,21:16:00,81,81.0,81
2022-01-03,22:29:00,83,83.0,83
2022-01-03,01:09:00,74,74.0,74
2022-01-03,11:54:00,83,83.0,83
2022-01-03,12:15:00,83,83.0,83
2022-01-03,02:06:00,73,73.0,73
2022-01-03,02:38:00,76,76.0,76
2022-01-03,03:15:00,65,65.0,65
2022-01-03,05:44:00,56,56.0,56
2022-01-03,06:54:00,56,56.0,56
2022-01-03,07:14:00,63,63.0,63
2022-01-03,11:45:00,82,82.0,82
2022-01-03,15:01:00,83,83.0,83
2022-01-03,17:49:00,77,77.0,77
2022-01-03,20:44:00,81,81.0,81
2022-01-03,02:05:00,71,71.0,71
2022-01-03,02:12:00,79,79.0,79
2022-01-03,09:58:00,82,82.0,82
2022-01-03,22:48:00,78,78.0,78
2022-01-03,23:42:00,75,75.0,75
2022-01-03,00:27:00,88,88.0,88
2022-01-03,04:10:00,61,61.0,61
2022-01-03,04:43:00,63,63.0,63
2022-01-03,05:34:00,61,61.0,61
2022-01-03,07:55:00,59,59.0,59
2022-01-03,13:34:00,74,74.0,74
2022-01-03,14:50:00,82,82.0,82
2022-01-03,16:02:00,74,74.0,74
2022-01-03,00:07:00,87,87.0,87
2022-01-03,00:14:00,83,83.0,83
2022-01-03,00:57:00,82,82.0,82
2022-01-03,14:03:00,75,75.0,75
2022-01-03,16:44:00,91,91.0,91
2022-01-03,19:24:00,81,81.0,81
2022-01-03,21:46:00,85,85.0,85
2022-01-03,22:21:00,78,78.0,78
2022-01-03,02:55:00,66,66.0,66
2022-01-03,04:21:00,61,61.0,61
2022-01-03,05:40:00,53,53.0,53
2022-01-03,07:46:00,58,58.0,58
2022-01-03,09:21:00,82,82.0,82
2022-01-03,09:31:00,98,98.0,98
2022-01-03,11:00:00,75,75.0,75
2022-01-03,12:11:00,78,78.0,78
2022-01-03,12:41:00,80,80.0,80
2022-01-03,14:11:00,81,81.0,81
2022-01-03,14:27:00,82,82.0,82
2022-01-03,17:35:00,82,82.0,82
2022-01-03,20:24:00,74,74.0,74
2022-01-03,22:30:00,85,85.0,85
2022-01-03,04:27:00,61,61.0,61
2022-01-03,05:41:00,58,58.0,58
2022-01-03,13:26:00,94,94.0,94
2022-01-03,16:41:00,72,72.0,72
2022-01-03,18:56:00,79,79.0,79
2022-01-03,23:16:00,79,79.0,79
2022-01-03,23:33:00,74,74.0,74
2022-01-03,00:22:00,84,84.0,84
2022-01-03,02:45:00,69,69.0,69
2022-01-03,03:36:00,65,65.0,65
2022-01-03,06:09:00,56,56.0,56
2022-01-03,06:20:00,58,58.0,58
2022-01-03,12:39:00,77,77.0,77
2022-01-03,13:08:00,100,100.0,100
2022-01-03,16:01:00,80,80.0,80
2022-01-03,18:00:00,77,77.0,77
2022-01-03,18:27:00,80,80.0,80
2022-01-03,19:53:00,78,78.0,78
2022-01-03,01:45:00,85,85.0,85
2022-01-03,02:27:00,68,68.0,68
2022-01-03,04:23:00,60,60.0,60
2022-01-03,04:48:00,61,61.0,61
2022-01-03,11:39:00,75,75.0,75
2022-01-03,12:21:00,80,80.0,80
2022-01-03,13:04:00,86,86.0,86
2022-01-03,14:36:00,83,83.0,83
2022-01-03,15:31:00,80,80.0,80
2022-01-03,15:48:00,79,79.0,79
2022-01-03,16:57:00,79,79.0,79
2022-01-03,23:15:00,74,74.0,74
2022-01-03,23:17:00,76,76.0,76
2022-01-03,18:32:00,75,75.0,75
2022-01-03,20:10:00,82,82.0,82
2022-01-03,22:59:00,76,76.0,76
2022-01-03,00:32:00,88,88.0,88
2022-01-03,04:15:00,63,63.0,63
2022-01-03,09:41:00,79,79.0,79
2022-01-03,10:52:00,75,75.0,75
2022-01-03,13:45:00,95,95.0,95
2022-01-03,16:31:00,77,77.0,77
2022-01-03,20:06:00,77,77.0,77
2022-01-03,20:09:00,76,76.0,76
2022-01-03,01:00:00,79,79.0,79
2022-01-03,03:13:00,67,67.0,67
2022-01-03,08:27:00,60,60.0,60
2022-01-03,08:38:00,97,97.0,97
2022-01-03,12:09:00,82,82.0,82
2022-01-03,18:05:00,71,71.0,71
2022-01-03,19:07:00,79,79.0,79
2022-01-03,19:43:00,74,74.0,74
2022-01-03,22:56:00,79,79.0,79
2022-01-03,23:07:00,77,77.0,77
2022-01-03,00:41:00,84,84.0,84
2022-01-03,13:12:00,78,78.0,78
2022-01-03,17:37:00,80,80.0,80
2022-01-03,19:04:00,80,80.0,80
2022-01-03,23:13:00,76,76.0,76
2022-01-03,16:53:00,79,79.0,79
2022-01-03,20:01:00,74,74.0,74
2022-01-03,20:33:00,78,78.0,78
2022-01-03,23:11:00,85,85.0,85
2022-01-03,23:52:00,79,79.0,79
2022-01-03,02:54:00,67,67.0,67
2022-01-03,03:31:00,66,66.0,66
2022-01-03,04:39:00,62,62.0,62
2022-01-03,10:54:00,75,75.0,75
2022-01-03,11:12:00,78,78.0,78
2022-01-03,12:35:00,77,77.0,77
2022-01-03,16:37:00,78,78.0,78
2022-01-03,17:09:00,98,98.0,98
2022-01-03,17:26:00,75,75.0,75
2022-01-03,00:01:00,94,94.0,94
2022-01-03,09:28:00,103,103.0,103
2022-01-03,11:28:00,85,85.0,85
2022-01-03,16:34:00,78,78.0,78
2022-01-03,18:48:00,82,82.0,82
2022-01-03,20:32:00,78,78.0,78
2022-01-03,23:00:00,75,75.0,75
2022-01-03,11:35:00,79,79.0,79
2022-01-03,16:43:00,78,78.0,78
2022-01-03,17:43:00,80,80.0,80
2022-01-03,23:22:00,84,84.0,84
2022-01-03,01:57:00,74,74.0,74
2022-01-03,04:52:00,62,62.0,62
2022-01-03,05:08:00,55,55.0,55
2022-01-03,05:38:00,63,63.0,63
2022-01-03,08:10:00,58,58.0,58
2022-01-03,10:03:00,82,82.0,82
2022-01-03,13:05:00,90,90.0,90
2022-01-03,02:48:00,73,73.0,73
2022-01-03,04:14:00,61,61.0,61
2022-01-03,06:32:00,59,59.0,59
2022-01-03,06:46:00,59,59.0,59
2022-01-03,09:34:00,95,95.0,95
2022-01-03,10:06:00,75,75.0,75
2022-01-03,16:46:00,82,82.0,82
2022-01-03,20:35:00,75,75.0,75
2022-01-03,22:09:00,77,77.0,77
2022-01-03,02:18:00,67,67.0,67
2022-01-03,02:25:00,69,69.0,69
2022-01-03,10:58:00,78,78.0,78
2022-01-03,18:19:00,81,81.0,81
2022-01-03,21:36:00,80,80.0,80
2022-01-03,23:47:00,81,81.0,81
2022-01-03,00:30:00,88,88.0,88
2022-01-03,09:50:00,78,78.0,78
2022-01-03,23:32:00,71,71.0,71
2022-01-03,12:24:00,79,79.0,79
2022-01-03,13:09:00,92,92.0,92
2022-01-03,18:58:00,78,78.0,78
2022-01-03,20:58:00,84,84.0,84
2022-01-03,08:48:00,84,84.0,84
2022-01-03,12:58:00,72,72.0,72
2022-01-03,15:36:00,77,77.0,77
2022-01-03,17:52:00,79,79.0,79
2022-01-03,22:22:00,78,78.0,78
2022-01-03,22:51:00,78,78.0,78
2022-01-03,04:33:00,63,63.0,63
2022-01-03,07:01:00,51,51.0,51
2022-01-03,10:28:00,80,80.0,80
2022-01-03,13:57:00,80,80.0,80
2022-01-03,17:03:00,75,75.0,75
2022-01-03,20:57:00,85,85.0,85
2022-01-03,06:19:00,57,57.0,57
2022-01-03,16:15:00,78,78.0,78
2022-01-03,17:47:00,79,79.0,79
2022-01-03,22:28:00,84,84.0,84
2022-01-03,00:23:00,84,84.0,84
2022-01-03,02:21:00,68,68.0,68
2022-01-03,10:18:00,72,72.0,72
2022-01-03,12:29:00,73,73.0,73
2022-01-03,14:01:00,83,83.0,83
2022-01-03,20:17:00,73,73.0,73
2022-01-03,21:28:00,81,81.0,81
2022-01-03,01:30:00,87,87.0,87
2022-01-03,06:34:00,60,60.0,60
2022-01-03,08:37:00,101,101.0,101
2022-01-03,12:43:00,82,82.0,82
2022-01-03,20:30:00,75,75.0,75
2022-01-03,01:23:00,94,94.0,94
2022-01-03,02:34:00,71,71.0,71
2022-01-03,04:35:00,63,63.0,63
2022-01-03,04:50:00,62,62.0,62
2022-01-03,05:00:00,62,62.0,62
2022-01-03,06:41:00,57,57.0,57
2022-01-03,12:05:00,81,81.0,81
2022-01-03,16:03:00,74,74.0,74
2022-01-03,16:25:00,78,78.0,78
2022-01-03,17:15:00,84,84.0,84
2022-01-03,13:15:00,74,74.0,74
2022-01-03,18:38:00,74,74.0,74
2022-01-03,20:51:00,117,117.0,117
2022-01-03,23:02:00,74,74.0,74
2022-01-03,23:24:00,80,80.0,80
2022-01-03,06:59:00,52,52.0,52
2022-01-03,07:57:00,59,59.0,59
2022-01-03,12:48:00,79,79.0,79
2022-01-03,16:55:00,71,71.0,71
2022-01-03,23:40:00,78,78.0,78
2022-01-03,23:51:00,78,78.0,78
2022-01-03,23:56:00,81,81.0,81
2022-01-03,04:19:00,59,59.0,59
2022-01-03,07:02:00,54,54.0,54
2022-01-03,12:00:00,80,80.0,80
2022-01-03,13:27:00,88,88.0,88
2022-01-03,13:37:00,78,78.0,78
2022-01-03,14:04:00,77,77.0,77
2022-01-03,14:17:00,78,78.0,78
2022-01-03,18:08:00,77,77.0,77
2022-01-03,00:19:00,86,86.0,86
2022-01-03,01:31:00,85,85.0,85
2022-01-03,03:34:00,65,65.0,65
2022-01-03,04:09:00,61,61.0,61
2022-01-03,10:45:00,75,75.0,75
2022-01-03,14:43:00,84,84.0,84
2022-01-03,15:49:00,77,77.0,77
2022-01-03,16:39:00,77,77.0,77
2022-01-03,22:34:00,92,92.0,92
2022-01-03,03:47:00,63,63.0,63
2022-01-03,05:05:00,55,55.0,55
2022-01-03,06:00:00,55,55.0,55
2022-01-03,18:30:00,78,78.0,78
2022-01-03,19:09:00,75,75.0,75
2022-01-03,01:35:00,88,88.0,88
2022-01-03,02:08:00,72,72.0,72
2022-01-03,08:56:00,83,83.0,83
2022-01-03,12:03:00,82,82.0,82
2022-01-03,18:17:00,82,82.0,82
2022-01-03,20:48:00,110,110.0,110
2022-01-03,21:32:00,83,83.0,83
2022-01-03,22:50:00,73,73.0,73
2022-01-03,02:19:00,66,66.0,66
2022-01-03,03:06:00,65,65.0,65
2022-01-03,06:24:00,60,60.0,60
2022-01-03,08:07:00,58,58.0,58
2022-01-03,09:56:00,84,84.0,84
2022-01-03,15:40:00,71,71.0,71
2022-01-03,16:08:00,75,75.0,75
2022-01-03,16:48:00,87,87.0,87
2022-01-03,19:36:00,80,80.0,80
2022-01-03,21:25:00,81,81.0,81
2022-01-03,21:38:00,81,81.0,81
2022-01-03,23:41:00,76,76.0,76
2022-01-03,01:14:00,75,75.0,75
2022-01-03,03:35:00,66,66.0,66
2022-01-03,08:42:00,89,89.0,89
2022-01-03,10:09:00,79,79.0,79
2022-01-03,15:35:00,72,72.0,72
2022-01-03,17:23:00,91,91.0,91
